Código TACO,Descrição,Grupo,Fonte CMV,Fonte AG,Fonte AA,Umidade (%),Energia (kcal),Energia (kJ),Proteína (g),Lipídeos (g),Colesterol (mg),Carboidrato (g),Fibra Alimentar (g),Cinzas (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Potássio (mg),Cobre (mg),Zinco (mg),Retinol (mcg),RE (mcg),RAE (mcg),Tiamina (mg),Riboflavina (mg),Piridoxina (mg),Niacina (mg),Vitamina C (mg),AG - Saturados (g),AG - Mono-insaturados (g),AG - Poli-insaturados (g),AG - 12:0 (g),AG - 14:0 (g),AG - 16:0 (g),AG - 18:0 (g),AG - 20:0 (g),AG - 22:0 (g),AG - 24:0 (g),AG - 14:1 (g),AG - 16:1 (g),AG - 18:1 (g),AG - 20:1 (g),AG - 18:2 n-6 (g),AG - 18:3 n-3 (g),AG - 20:4 (g),AG - 20:5 (g),AG - 22:5 (g),AG - 22:6 (g),AG - 18:1t (g),AG - 18:2t (g),AA - Triptofano (g),AA - Treonina (g),AA - Isoleucina (g),AA - Leucina (g),AA - Lisina (g),AA - Metionina (g),AA - Cistina (g),AA - Fenilalanina (g),AA - Tirosina (g),AA - Valina (g),AA - Arginina (g),AA - Histidina (g),AA - Alanina (g),AA - Ácido Aspártico (g),AA - Ácido Glutâmico (g),AA - Glicina (g),AA - Prolina (g),AA - Serina (g)
158,"Tomate, extrato","Verduras, hortaliças e derivados",Sim,,,79.6633,60.93343365217388,254.94548640069553,2.4347826086956523,0.19,,14.95861739130434,2.80333,2.7533,29.0766,29.3266,0.17699999999999996,47.156666666666666,2.0933333333333333,497.93333333333334,679.91,0.20333333333333334,0.3666666666666667,,166.0,83.0,0.0,0.0,0.11,2.42,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Tomate, molho industrializado","Verduras, hortaliças e derivados",Sim,Sim,,88.13666666666666,38.446549460490566,160.86036294269255,1.375,0.9033333333333333,,7.711666666666678,3.1166666666666667,1.8733333333333333,11.729333333333335,16.789333333333335,0.08266666666666667,27.210333333333335,1.577333333333333,418.2806666666667,388.195,0.07766666666666666,0.129,,76.0,38.0,0.0,0.0,0.06333333333333334,0.0,2.706666666666667,0.1,0.1,0.2,0.0,0.0,0.06,0.02,0.0,0.0,0.0,,0.0,0.09,0.0,0.17,0.02,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
160,"Tomate, purê","Verduras, hortaliças e derivados",Sim,,,90.79333333333334,27.93687971014494,116.88790470724643,1.36231884057971,0.0,,6.894347826086953,1.0266666666666666,0.95,13.243333333333334,15.436666666666667,,30.01,1.25,103.93,308.24333333333334,0.09333333333333334,0.3333333333333333,,90.0,45.0,0.0,0.0,0.07,1.18,5.383333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"Tomate, salada","Verduras, hortaliças e derivados",Sim,,,93.632,20.546909166666637,85.96826795333321,0.8104166666666668,0.0,,5.117916666666662,2.268333333333333,0.4040000000000001,6.946333333333334,9.503666666666668,0.044000000000000004,23.37766666666667,0.29033333333333333,5.243,161.155,0.072,0.17300000000000001,,,,0.057333333333333326,0.042333333333333334,0.05,0.0,12.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Vagem, crua","Verduras, hortaliças e derivados",Sim,,,92.16666666666667,24.898357971014487,104.17472975072462,1.786231884057971,0.17333333333333334,,5.347101449275358,2.3833333333333333,0.5266666666666667,41.1,17.833333333333332,0.5,27.99,0.43,0.0,208.20333333333335,0.056666666666666664,0.33,,32.08333333333333,16.041666666666664,0.0,0.08,0.0,0.0,1.1533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"Abacate, cru",Frutas e derivados,Sim,Sim,,83.78666666666666,96.1547086956522,402.3113011826088,1.2391304347826086,8.396666666666667,,6.0308695652173965,6.313333333333333,0.5466666666666667,7.916666666666667,14.683333333333332,0.17333333333333334,21.953333333333333,0.20666666666666667,0.0,206.25666666666666,0.14666666666666667,0.21666666666666667,,,,0.0,0.043333333333333335,0.0,0.0,8.66,2.3,4.3,1.4,,0.01,2.2,0.1,0.02,,,,0.2,4.12,0.02,1.29,0.08,,,,,,,,,,,,,,,,,,,,,,,,
164,"Abacaxi, cru",Frutas e derivados,Sim,,,86.31666666666668,48.32221304347824,202.18013937391297,0.8586956521739131,0.12333333333333334,,12.33463768115941,0.9866666666666667,0.3666666666666667,22.433333333333334,18.44,1.6233333333333333,12.78,0.25666666666666665,0.0,131.34,0.10666666666666667,0.14333333333333334,,,,0.17333333333333334,0.02,0.0,0.0,34.623333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"Abacaxi, polpa, congelada",Frutas e derivados,Sim,,,91.29466666666667,30.591799194335923,127.99608782910151,0.4666666666666666,0.11333333333333333,,7.798666666666662,0.32666666666666666,0.32666666666666666,13.538000000000002,10.071333333333333,1.0206666666666668,7.626,0.35733333333333334,1.2363333333333333,106.68433333333333,0.039,0.06033333333333333,,2.2555555555555555,1.1277777777777778,0.04666666666666667,0.0,0.0,0.0,1.2466666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"Abiu, cru",Frutas e derivados,Sim,Sim,,83.14433333333334,62.42409840854006,261.18242774133165,0.8333333333333334,0.7033333333333333,,14.926999999999998,1.696,0.39200000000000007,5.78,9.296333333333335,0.08033333333333333,20.28833333333333,0.15866666666666665,0.0,128.33900000000003,0.09300000000000001,0.09866666666666668,,,,0.0,0.03666666666666667,0.05,0.0,10.283333333333333,0.3,0.1,0.1,,,0.3,0.03,,,,,,0.11,,0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,
167,"Açaí, polpa, com xarope de guaraná e glucose",Frutas e derivados,Sim,Sim,,73.87866666666666,110.29759000000001,461.48511656000005,0.7208333333333334,3.6603333333333334,,21.45516666666667,1.7233333333333334,0.285,22.159000000000002,12.726333333333335,3.2856666666666663,10.792333333333334,0.26833333333333337,15.098666666666666,75.49433333333333,0.1396666666666667,0.19400000000000003,,,,0.0,0.0,0.07333333333333335,0.0,10.27,0.7,1.9,0.3,,0.0,0.58,0.07,0.0,,,,0.07,1.88,0.0,0.3,0.02,,,,,,,,,,,,,,,,,,,,,,,,
168,"Açaí, polpa, congelada",Frutas e derivados,Sim,Sim,,88.70033333333333,58.04536887282133,242.86182336388444,0.7979166666666667,3.9443333333333332,,6.2084166666666665,2.5533333333333332,0.34900000000000003,35.18,17.04,6.16,16.428333333333335,0.4323333333333333,5.177,123.61666666666667,0.18266666666666667,0.26533333333333337,,,,0.0,0.04,0.07,0.0,0.0,0.7313333333333334,2.014,0.37699999999999995,,0.0,0.6566666666666667,0.06866666666666667,0.0,,,,0.08333333333333333,1.9306666666666665,,0.3539999999999999,0.023000000000000003,,,,,,,,,,,,,,,,,,,,,,,,
169,"Acerola, crua",Frutas e derivados,Sim,,,90.53066666666666,33.46227000000003,140.00613768000014,0.90625,0.20766666666666667,,7.966416666666672,1.5113333333333332,0.389,12.552333333333332,13.133333333333335,0.07266666666666666,9.237,0.22199999999999998,0.0,164.98866666666666,0.067,0.14533333333333331,,247.0,123.5,0.0,0.041,0.0,1.383333333333333,941.3696666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"Acerola, polpa, congelada",Frutas e derivados,Sim,,,93.60966666666667,21.936799999999977,91.78357119999991,0.5916666666666668,0.0,,5.541333333333331,0.7033333333333333,0.25733333333333336,7.593333333333334,8.658,0.03366666666666667,12.857,0.16733333333333333,1.28,111.98566666666666,0.03933333333333333,0.07266666666666666,,192.0,96.0,0.0,0.09600000000000002,0.0,0.0,623.2393333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"Ameixa, calda, enlatada",Frutas e derivados,Sim,,,52.174,182.84662000000003,765.0302580800002,0.4083333333333334,0.0,,46.89266666666667,0.517,0.525,13.151000000000002,9.964333333333334,0.10333333333333333,20.937,2.1533333333333338,2.704333333333333,221.19299999999998,0.026999999999999996,0.13633333333333333,,,,0.0,0.233,0.37,0.0,4.269666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Ameixa, crua",Frutas e derivados,Sim,,,84.77,52.54248260869565,219.8377472347826,0.7717391304347826,0.0,,13.851594202898553,2.433333333333333,0.5966666666666667,5.72,5.476666666666667,0.03,13.916666666666666,0.10333333333333333,0.0,134.0533333333333,0.056666666666666664,0.05,,27.208333333333336,13.604166666666668,0.07,0.0,0.03,0.0,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Ameixa, em calda, enlatada, drenada",Frutas e derivados,Sim,Sim,,50.339333333333336,177.35918531537055,742.0708313595104,1.025,0.2803333333333333,,47.658,4.546666666666667,0.6973333333333334,39.237,14.491,0.19733333333333336,26.073666666666668,2.6976666666666667,2.7903333333333333,263.2613333333333,0.16066666666666665,0.20133333333333334,,,,0.0,0.22333333333333336,0.08333333333333333,0.0,5.151666666666666,0.1,0.0,0.1,,,0.07,0.02,0.01,,,,,0.03,0.01,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,
174,"Atemóia, crua",Frutas e derivados,Sim,Sim,,72.736,96.97158744792144,405.7291218821033,0.9708333333333332,0.30033333333333334,,25.332166666666662,2.1353333333333335,0.6606666666666666,22.766000000000002,24.835333333333335,0.15933333333333333,23.364666666666665,0.16416666666666666,0.785,300.0126666666667,0.17299999999999996,0.18766666666666665,,,,0.09333333333333334,0.07,0.07,1.58,10.146666666666667,0.1,0.0,0.1,,,0.09,0.03,0.0,0.0,0.0,,,0.01,,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,
175,"Banana, da terra, crua",Frutas e derivados,Sim,,,63.876666666666665,128.02445217391306,535.6543078956523,1.4347826086956523,0.24,,33.66521739130435,1.5266666666666666,0.7833333333333333,4.151,23.786666666666665,0.16333333333333333,25.516666666666666,0.29333333333333333,0.0,328.03,0.05333333333333334,0.16,,238.83333333333334,119.41666666666667,0.03,0.02,0.14,0.0,15.746666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"Banana, doce em barra",Frutas e derivados,Sim,,Sim,21.126,280.10519255063934,1171.9601256318751,2.16875,0.05,,75.66658333333334,3.8333333333333335,0.9886666666666667,11.950333333333333,49.193999999999996,0.8393333333333333,36.876000000000005,0.613,9.882333333333333,518.25,0.16466666666666666,0.302,,27.355555555555554,13.677777777777777,0.03,0.0,0.056666666666666664,1.41,0.0,,,,,,,,,,,,,,,,,,,,,,,0.00448392,0.00786804872,0.018766084399999997,0.03852522519999999,0.0036774243010399992,0.00356357344,0.0203064428,0.0124261732,0.0143186512,0.0265711824,0.0112001288,0.0280754936,0.020723183599999997,0.0801219356,0.08895174119999999,0.000832576024,0.00475154848,0.0272758612
177,"Banana, figo, crua",Frutas e derivados,Sim,,,70.074,105.08265000000002,439.6658076000001,1.13125,0.1416666666666667,,27.80441666666667,2.8,0.8486666666666666,6.356333333333333,30.16133333333333,0.21366666666666667,15.821666666666667,0.19800000000000004,0.0,386.5916666666667,0.064,0.12266666666666666,,,,0.09,0.0,0.03,0.0,17.496666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"Banana, maçã, crua",Frutas e derivados,Sim,,,75.23,86.80533043478259,363.19350253913035,1.7536231884057971,0.06,,22.3363768115942,2.5933333333333333,0.62,3.22,23.686666666666667,0.5966666666666667,28.683333333333334,0.20333333333333337,0.0,264.3866666666667,0.11,0.12,,6.416666666666667,3.2083333333333335,0.0,0.0,0.14333333333333334,0.0,10.466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"Banana, nanica, crua",Frutas e derivados,Sim,,,73.79666666666667,91.52884782608696,382.95669930434786,1.3985507246376814,0.11666666666666665,,23.848115942028986,1.9466666666666665,0.84,3.4166666666666665,27.796666666666663,0.14,26.72,0.3466666666666667,0.0,376.47,0.10333333333333333,0.17666666666666667,,13.625,6.8125,0.0,0.02,0.14333333333333334,0.0,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"Banana, ouro, crua",Frutas e derivados,Sim,,,68.17666666666668,112.36604782608694,470.1395441043478,1.4818840579710144,0.21,,29.341449275362308,1.9533333333333331,0.79,3.186666666666666,28.383333333333336,0.09,22.27,0.33666666666666667,0.0,354.81,0.07666666666666667,0.25666666666666665,,49.708333333333336,24.854166666666668,0.0,0.0,0.14333333333333334,0.0,7.5566666666666675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Banana, pacova, crua",Frutas e derivados,Sim,,,77.71066666666667,77.90952792507412,325.9734648385101,1.2270833333333333,0.079,,20.312583333333333,2.0303333333333335,0.6706666666666666,5.490333333333333,30.412333333333336,0.4073333333333333,19.753,0.3746666666666667,0.9386666666666666,267.35,0.06433333333333334,0.13533333333333333,,,,0.05,0.03,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"Banana, prata, crua",Frutas e derivados,Sim,,,71.86333333333333,98.24970217391306,411.0767538956523,1.2681159420289856,0.065,,25.956884057971017,2.0433333333333334,0.8466666666666667,7.5633333333333335,26.29,0.4166666666666667,22.19666666666667,0.38,0.0,357.6766666666667,0.05333333333333334,0.1466666666666667,,32.41666666666667,16.208333333333336,0.0,0.02,0.1,0.0,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"Cacau, cru",Frutas e derivados,Sim,,,79.20866666666666,74.29148000000004,310.83555232000015,0.9541666666666665,0.144,,19.411166666666677,2.189,0.282,12.104666666666667,24.616333333333333,0.035,9.337333333333333,0.25833333333333336,0.7003333333333334,71.644,0.14666666666666664,0.5876666666666667,,,,0.24666666666666667,0.0,0.04,0.0,13.563333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"Cajá-Manga, cru",Frutas e derivados,Sim,,,86.89433333333334,45.58096877372266,190.71077334925562,1.2791666666666666,0.0,,11.434166666666664,2.5753333333333335,0.37799999999999995,12.744,11.283999999999999,0.04966666666666667,24.469666666666665,0.15433333333333332,1.4386666666666665,119.399,0.024333333333333335,0.18099999999999997,,,,0.11,0.0,0.05,0.0,26.69666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"Cajá, polpa, congelada",Frutas e derivados,Sim,,Sim,92.44366666666667,26.332269311050553,110.17421479743551,0.5895833333333333,0.16766666666666666,,6.374416666666661,1.36,0.4246666666666667,9.160666666666666,7.171333333333333,0.07,25.655,0.32233333333333336,6.945,148.075,0.09866666666666668,0.054,,106.0,53.0,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02036191200000001,0.021099584000000008,0.03544564800000002,0.03483884800000001,0.0056871592000000025,0.0034025080000000007,0.018780952000000007,0.01698056000000001,0.02629969600000001,0.03367772800000002,0.006828664800000003,0.06183554400000002,0.06594702400000002,0.08171726400000003,0.021965176000000013,0.02244307200000001,0.024876832000000012
186,"Caju, cru",Frutas e derivados,Sim,,,88.11333,43.065068521739114,180.18424669495647,0.9710144927536233,0.33,,10.288988840579705,1.68,0.29666666666666663,1.4166666666666667,10.11,0.12,15.636666666666665,0.15333333333333335,2.966666666666667,123.86,0.07333333333333335,0.09,,14.666,7.333,0.0,0.0,0.0,0.0,219.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"Caju, polpa, congelada",Frutas e derivados,Sim,,,89.81700000000001,36.568679999999965,153.00335711999986,0.48125,0.154,,9.350749999999994,0.8146666666666667,0.19699999999999998,0.8393333333333334,7.071666666666666,0.05366666666666667,9.773333333333333,0.14666666666666664,4.161666666666666,87.66333333333334,0.06666666666666667,0.08366666666666667,,22.0,11.0,0.0,0.022999999999999996,0.0,2.2466666666666666,119.71933333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"Caju, suco concentrado, envasado",Frutas e derivados,Sim,,,88.36866666666667,45.10862666666668,188.7344939733334,0.4041666666666667,0.2,,10.733833333333331,0.626,0.2933333333333333,0.9756666666666667,8.447000000000001,0.06466666666666666,11.400333333333334,0.146,45.044333333333334,106.98700000000001,0.037666666666666675,0.065,,10.0,5.0,0.0,0.032,0.0,0.0,138.6953333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"Caqui, chocolate, cru",Frutas e derivados,Sim,,,79.724,71.35001811164616,298.5284757791276,0.35625,0.06933333333333334,,19.325749999999996,6.517666666666667,0.5246666666666667,17.848333333333333,8.547333333333334,0.39,18.429666666666666,0.09900000000000002,2.1833333333333336,163.5463333333333,0.0,0.18699999999999997,,,,0.0,0.0,0.03,0.0,29.613333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"Carambola, crua",Frutas e derivados,Sim,,,87.096,45.740888793428724,191.3798787117058,0.8708333333333333,0.17699999999999996,,11.481499999999997,2.0313333333333334,0.3746666666666667,4.788333333333333,7.361,0.12633333333333333,10.749,0.19833333333333333,4.094666666666666,132.57633333333334,0.07733333333333332,0.24,,,,0.11666666666666665,0.0,0.0,0.0,60.866666666666674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"Ciriguela, crua",Frutas e derivados,Sim,Sim,,78.685,75.59411,316.28575624,1.3979166666666667,0.35966666666666663,,18.857416666666666,3.9019999999999997,0.7,27.414,17.963333333333335,0.05666666666666667,48.599333333333334,0.35733333333333334,1.6823333333333335,248.01466666666667,0.12433333333333334,0.5313333333333333,,,,0.14333333333333334,0.0,0.0,0.0,27.026666666666667,0.2,0.0,0.1,,0.01,0.11,0.02,,0.0,0.0,,,0.02,,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,
192,"Cupuaçu, cru",Frutas e derivados,Sim,Sim,,86.23066666666666,49.42255877437193,206.78398591197217,1.1604166666666664,0.9513333333333334,,10.433583333333335,3.1159999999999997,1.224,13.120333333333335,18.171333333333333,0.067,21.2815,0.48566666666666664,3.196,331.03333333333336,0.074,0.33666666666666667,,,,0.36633333333333334,0.0366,0.07333333333333335,4.343333333333333,24.512999999999995,0.4,0.2,0.1,,0.0,0.37,0.04,0.0,0.0,0.0,,0.01,0.2,,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,
193,"Cupuaçu, polpa, congelada",Frutas e derivados,Sim,Sim,,86.553,48.79688999999999,204.16618775999996,0.84375,0.5936666666666667,,11.386916666666668,1.591,0.6226666666666666,5.490666666666667,13.911333333333333,0.16966666666666666,14.196333333333333,0.259,0.6890000000000001,291.09233333333333,0.1396666666666667,0.151,,,,0.06666666666666667,0.071,0.05,0.0,10.488999999999999,0.3,0.1,0.0,,0.0,0.26,0.03,0.0,0.0,0.0,,0.0,0.13,0.0,0.01,0.03,,,,,0.0,,,,,,,,,,,,,,,,,,,
194,"Figo, cru",Frutas e derivados,Sim,,,88.18666666666667,41.447126086956516,173.41477554782608,0.967391304347826,0.15666666666666665,,10.245942028985507,1.7933333333333332,0.44333333333333336,27.39,11.31,0.06,14.57,0.20333333333333334,0.0,174.42,0.13,0.09,,,,0.05,0.0,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Figo, enlatado, em calda",Frutas e derivados,Sim,,,48.77,184.36071739130435,771.3652415652174,0.5615942028985508,0.15,,50.33840579710145,1.9766666666666666,0.18,32.61666666666667,6.85,0.16033333333333333,6.253333333333334,0.5033333333333333,6.87,39.35,0.25,0.09,,,,0.0,0.0,0.0,0.0,5.243333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Fruta-pão, crua",Frutas e derivados,Sim,Sim,,80.86900000000001,67.04561999999997,280.5188740799999,1.08125,0.18933333333333335,,17.17441666666665,5.545333333333333,0.6859999999999999,33.67566666666667,24.032999999999998,0.044000000000000004,27.393666666666665,0.2306666666666667,0.7993333333333333,188.12633333333335,0.07166666666666667,0.126,,,,0.03,0.0,0.0,0.0,9.866666666666667,0.1,0.0,0.0,,,0.08,0.0,0.0,0.0,0.0,,,0.02,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
197,"Goiaba, branca, com casca, crua",Frutas e derivados,Sim,Sim,,85.69,51.73774782608695,216.47073690434783,0.8985507246376812,0.48666666666666664,,12.401449275362321,6.33,0.5233333333333333,5.007333333333333,7.043333333333334,0.07333333333333335,16.403333333333332,0.17,0.0,219.77,0.043333333333333335,0.15666666666666668,,,,0.0,0.0,0.02666666666666667,0.0,99.195,0.05666666666666667,0.0,0.23199999999999998,,,0.04033333333333333,0.016333333333333335,0.0,,0.0,,,0.032,,0.23199999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,
198,"Goiaba, doce em pasta",Frutas e derivados,Sim,,,24.78,268.9598260869565,1125.3279123478262,0.5797101449275363,0.0,,74.1236231884058,3.733333333333334,0.5166666666666667,10.06,6.486666666666667,0.10833333333333334,53.57,0.4,3.7,164.80666666666667,0.06,0.09,,136.41666666666666,68.20833333333333,0.07,0.0,0.0,0.0,23.05666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"Goiaba, doce, cascão",Frutas e derivados,Sim,,,20.260666666666665,285.58779243900375,1194.8993235647918,0.41458333333333336,0.10333333333333333,,78.70275,4.366666666666667,0.5186666666666667,14.699,9.668333333333335,0.15866666666666665,28.204333333333334,0.4023333333333334,11.029333333333334,250.72333333333336,0.07866666666666666,0.14,,50.333333333333336,25.166666666666668,0.0,0.0,0.0,1.4066666666666665,34.32666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Goiaba, vermelha, com casca, crua",Frutas e derivados,Sim,Sim,,84.98,54.16993043478262,226.6469889391305,1.0869565217391304,0.44,,13.009710144927533,6.223333333333334,0.48333333333333334,4.451333333333333,6.8933333333333335,0.09,15.37,0.17,0.0,197.58,0.04,0.13,,38.0,19.0,0.0,0.0,0.03,0.0,80.60166666666667,0.05366666666666666,0.0,0.25666666666666665,,,0.036333333333333336,0.017333333333333333,0.0,,0.0,,,0.044333333333333336,,0.25666666666666665,0.0,,,,,,,,,,,,,,,,,,,,,,,,
201,"Graviola, crua",Frutas e derivados,Sim,Sim,,82.15333333333332,61.62189837666358,257.82602280796044,0.8458333333333333,0.21,,15.839500000000008,1.909,0.9513333333333334,40.118,23.49933333333333,0.08466666666666667,19.169,0.16966666666666666,4.16,249.66566666666665,0.03933333333333333,0.126,,,,0.168,0.12433333333333334,0.03333333333333333,0.0,19.137333333333334,0.0,0.1,0.0,,,0.05,0.0,,,,,,0.08,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
202,"Graviola, polpa, congelada",Frutas e derivados,Sim,,,89.16300000000001,38.27386999999997,160.13787207999988,0.5666666666666667,0.1376666666666667,,9.782666666666657,1.1876666666666666,0.35,5.978666666666666,9.76,0.056,16.588333333333335,0.10266666666666667,3.046333333333333,169.95666666666668,0.06166666666666667,0.05366666666666667,,,,0.0,0.09366666666666668,0.0,0.0,10.475333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Jabuticaba, crua",Frutas e derivados,Sim,,,83.64666666666666,58.05315000000004,242.89437960000018,0.6125,0.12833333333333333,,15.255833333333337,2.299,0.35666666666666663,8.347999999999999,17.779666666666667,0.297,14.549666666666667,0.09466666666666668,0.0,129.72433333333333,0.07166666666666666,0.28333333333333327,,,,0.06,0.0,0.0,0.0,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Jaca, crua",Frutas e derivados,Sim,Sim,,75.07433333333334,87.92034999999997,367.85874439999986,1.4020833333333336,0.265,,22.497583333333324,2.3859999999999997,0.7610000000000001,11.245,40.05233333333333,0.48466666666666663,13.899333333333333,0.38266666666666665,1.8016666666666667,233.75233333333335,0.09333333333333334,0.16666666666666666,,,,0.1,0.03666666666666667,0.04666666666666667,0.0,14.816666666666668,0.1,0.1,0.0,,,0.09,0.0,0.0,0.0,0.0,,0.0,0.07,,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
205,"Jambo, cru",Frutas e derivados,Sim,,,92.101,26.91229999999998,112.60106319999993,0.8854166666666669,0.06666666666666667,,6.494250000000001,5.074333333333333,0.4526666666666667,13.8,14.178333333333335,0.052333333333333336,18.358333333333334,0.1366666666666667,21.656000000000002,134.869,0.022333333333333334,0.11399999999999999,,,,0.07666666666666667,0.0,0.0,1.18,3.7733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
