Código TACO,Descrição,Grupo,Fonte CMV,Fonte AG,Fonte AA,Umidade (%),Energia (kcal),Energia (kJ),Proteína (g),Lipídeos (g),Colesterol (mg),Carboidrato (g),Fibra Alimentar (g),Cinzas (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Potássio (mg),Cobre (mg),Zinco (mg),Retinol (mcg),RE (mcg),RAE (mcg),Tiamina (mg),Riboflavina (mg),Piridoxina (mg),Niacina (mg),Vitamina C (mg),AG - Saturados (g),AG - Mono-insaturados (g),AG - Poli-insaturados (g),AG - 12:0 (g),AG - 14:0 (g),AG - 16:0 (g),AG - 18:0 (g),AG - 20:0 (g),AG - 22:0 (g),AG - 24:0 (g),AG - 14:1 (g),AG - 16:1 (g),AG - 18:1 (g),AG - 20:1 (g),AG - 18:2 n-6 (g),AG - 18:3 n-3 (g),AG - 20:4 (g),AG - 20:5 (g),AG - 22:5 (g),AG - 22:6 (g),AG - 18:1t (g),AG - 18:2t (g),AA - Triptofano (g),AA - Treonina (g),AA - Isoleucina (g),AA - Leucina (g),AA - Lisina (g),AA - Metionina (g),AA - Cistina (g),AA - Fenilalanina (g),AA - Tirosina (g),AA - Valina (g),AA - Arginina (g),AA - Histidina (g),AA - Alanina (g),AA - Ácido Aspártico (g),AA - Ácido Glutâmico (g),AA - Glicina (g),AA - Prolina (g),AA - Serina (g)
109,"Cenoura, cozida","Verduras, hortaliças e derivados",Sim,Sim,,91.66300000000001,29.86177771015958,124.94167793930768,0.8479166666666668,0.21833333333333335,,6.686749999999989,2.629,0.584,25.617,14.475333333333333,0.045,26.744,0.09366666666666668,7.881,175.509,0.015,0.23199999999999998,,612.0,306.0,0.07,0.0,0.06,2.683333333333333,0.0,0.0,0.0,0.1,,,0.03,0.0,,,,,,0.0,,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,
110,"Cenoura, crua","Verduras, hortaliças e derivados",Sim,,,90.08333333333333,34.13538840579714,142.82246508985523,1.322463768115942,0.17333333333333334,,7.66,3.1833333333333336,0.8666666666666667,22.54,11.226666666666667,0.05,27.85,0.18333333333333335,3.3333333333333335,314.81333333333333,0.04666666666666667,0.22333333333333336,,1326.0,663.0,0.0,0.0,0.05,0.0,5.116666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"Chicória, crua","Verduras, hortaliças e derivados",Sim,,,95.13666666666666,13.837120289855097,57.89451129275373,1.1376811594202898,0.14333333333333334,,2.8533333333333437,2.2,0.82,44.826666666666675,14.136666666666665,0.13333333333333333,13.377666666666665,0.45333333333333337,13.522333333333334,424.8966666666667,0.04,0.09033333333333333,,,,0.03,0.10333333333333335,0.0,0.6833333333333332,6.543333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"Chuchu, cozido","Verduras, hortaliças e derivados",Sim,,,94.56166666666667,18.53979053137702,77.57048358328144,0.41458333333333336,0.0,,4.7934166666666655,1.0396666666666665,0.18066666666666667,7.827333333333333,6.9319999999999995,0.06533333333333334,12.805,0.062,1.8073333333333335,54.352666666666664,0.0,0.09333333333333334,,,,0.03,0.0,0.0,0.0,5.566666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"Chuchu, cru","Verduras, hortaliças e derivados",Sim,,,94.83666666666666,16.97891884057972,71.03979642898555,0.6992753623188407,0.06,,4.137391304347834,1.28,0.26666666666666666,11.506666666666668,7.226666666666667,0.08,17.743333333333332,0.17,0.0,125.99,0.03,0.10333333333333335,,,,0.0,0.0,0.0,0.0,10.613333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"Coentro, folhas desidratadas","Verduras, hortaliças e derivados",Sim,,,10.63,309.0707468044758,1293.1520046299268,20.875,10.386666666666668,,47.955,37.29,10.153333333333334,783.8136666666666,392.78833333333336,10.479666666666667,388.0636666666667,81.43133333333334,18.255333333333333,3222.7656666666667,4.093333333333333,4.700666666666667,,,,0.09666666666666668,0.11333333333333333,0.09333333333333334,0.0,40.77333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Couve, manteiga, crua","Verduras, hortaliças e derivados",Sim,Sim,,90.9,27.05669710144928,113.2052206724638,2.873188405797101,0.5466666666666667,,4.333478260869559,3.12,1.3466666666666667,130.86599999999999,34.656666666666666,1.0166666666666666,48.666999999999994,0.45366666666666666,6.171,403.4466666666667,0.06,0.39666666666666667,,496.0,248.0,0.2,0.31,0.06333333333333334,2.29,96.68333333333332,0.12,0.0,0.12866666666666668,,,0.09866666666666668,0.021333333333333333,,,,,0.02,0.018666666666666665,,0.05266666666666667,0.07600000000000001,,,,,,,,,,,,,,,,,,,,,,,,
116,"Couve, manteiga, refogada","Verduras, hortaliças e derivados",Sim,Sim,,81.52733333333333,90.34481542611123,378.0027077428494,1.6666666666666667,6.594,,8.707666666666668,5.7363333333333335,1.5043333333333333,177.33233333333337,26.204666666666668,0.12333333333333334,33.406666666666666,0.49533333333333335,11.446666666666667,314.88899999999995,0.02033333333333333,0.19366666666666665,,384.0,192.0,0.0,0.05,0.07,0.0,76.94333333333334,1.0,1.6,3.6,,,0.7,0.25,0.03,0.03,0.01,,,1.52,0.04,3.16,0.38,,,,,,,,,,,,,,,,,,,,,,,,
117,"Couve-flor, crua","Verduras, hortaliças e derivados",Sim,,,92.77,22.56334927536229,94.40505336811583,1.9057971014492752,0.21333333333333335,,4.517536231884062,2.35,0.5933333333333333,17.82,11.993333333333334,0.16,57.08,0.5333333333333333,3.436666666666666,256.0133333333333,0.03,0.3133333333333333,,2.0,1.0,0.03,0.09333333333333334,0.1,0.0,36.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"Couve-flor, cozida","Verduras, hortaliças e derivados",Sim,Sim,,94.33833333333332,19.114140614728182,79.97356433202272,1.2395833333333333,0.26933333333333337,,3.8754166666666765,2.130333333333333,0.2773333333333334,16.144333333333332,5.4446666666666665,0.102,25.43166666666667,0.13033333333333333,1.7876666666666665,80.492,0.0,0.259,,,,0.03666666666666667,0.0,0.0,0.0,23.69666666666667,0.1,0.0,0.1,,,0.06,0.0,0.0,,,,0.0,0.02,,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,
119,"Espinafre, Nova Zelândia, cru","Verduras, hortaliças e derivados",Sim,,,94.03,16.095694202898525,67.34438454492744,1.996376811594203,0.24333333333333332,,2.5736231884057963,2.1,1.1566666666666665,97.50666666666667,81.64333333333333,0.71,25.433333333333334,0.35733333333333334,17.094833333333334,336.00666666666666,0.06,0.2733333333333334,,484.0,242.0,0.09666666666666668,0.20666666666666667,0.06,0.0,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Espinafre, Nova Zelândia, refogado","Verduras, hortaliças e derivados",Sim,Sim,,86.573,67.25365175066395,281.38927892477795,2.71875,5.434666666666668,,4.238583333333339,2.518333333333333,1.035,112.38233333333334,122.71233333333333,0.6133333333333333,33.50566666666666,0.6493333333333334,47.02433333333334,149.22566666666668,0.03666666666666666,0.5926666666666667,,623.8333333333333,311.91666666666663,0.08333333333333333,0.12666666666666668,0.13333333333333333,0.0,5.266666666666667,0.9,1.3,2.9,,,0.6,0.22,0.02,0.03,0.02,,0.0,1.27,0.04,2.55,0.38,,,,,,0.04,,,,,,,,,,,,,,,,,,
121,"Farinha, de mandioca, crua","Verduras, hortaliças e derivados",Sim,Sim,,9.386666666666665,360.8696985507246,1509.8788187362318,1.5543478260869565,0.27666666666666667,,87.89898550724637,6.39,0.8833333333333333,64.87333333333333,37.0,0.0,41.61,1.0933333333333335,1.0233333333333332,340.13,0.08,0.39333333333333337,,,,0.1366666666666667,0.0,0.04,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.01,,,,,0.0,0.1,,,,,,,,,,,,,,,,,,
122,"Farinha, de mandioca, torrada","Verduras, hortaliças e derivados",Sim,Sim,,8.34,365.268975,1528.2853914000002,1.2291666666666667,0.2866666666666667,,89.19416666666666,6.54,0.95,75.52733333333333,40.01266666666667,0.36633333333333334,38.626,1.1936666666666664,10.31,327.735,0.0,0.36,,,,0.0,0.0,0.8066666666666666,0.0,0.0,0.1,0.1,0.0,0.0,0.03,0.09,0.01,,,,,,0.08,,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,
123,"Farinha, de puba","Verduras, hortaliças e derivados",Sim,Sim,Sim,9.801,360.17977487993244,1506.9921780976374,1.6166666666666667,0.46900000000000003,,87.28533333333334,4.24,0.828,41.39566666666666,27.486666666666665,0.16266666666666665,32.63966666666666,1.433,3.607666666666667,337.76433333333335,0.06966666666666667,0.337,,,,0.09333333333333334,0.0,0.0,0.0,0.0,0.227,0.18533333333333335,0.0,,,0.20366666666666666,0.020666666666666667,,,,,,0.18533333333333335,,0.036,,,,,,,,0.0,0.006935933333333334,0.026614666666666665,0.04116166666666667,0.024508000000000002,0.0006184233333333334,0.01982,0.023054,0.004122533333333333,0.017557333333333335,0.023051666666666665,0.03726466666666667,0.039829333333333335,0.088487,0.3187,0.008561299999999999,0.06191733333333333,0.010600333333333335
124,"Fécula, de mandioca","Verduras, hortaliças e derivados",Sim,,,17.766666666666666,330.85055833333337,1384.2787360666669,0.5208333333333333,0.2833333333333334,,81.14916666666667,0.6466666666666666,0.28,11.889000000000001,3.017,0.0,60.385,0.107,2.449,48.127,0.0,0.0,,,,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"Feijão, broto, cru","Verduras, hortaliças e derivados",Sim,,,87.48133333333334,38.723236375411325,162.01802099472098,4.166666666666666,0.10266666666666667,,7.758333333333329,1.966,0.49099999999999994,14.482666666666667,25.126,0.18699999999999997,74.75233333333334,0.8203333333333335,1.7930000000000001,189.21533333333332,0.1723333333333333,0.5713333333333332,,,,0.0,0.036666666666666674,0.1466666666666667,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Inhame, cru","Verduras, hortaliças e derivados",Sim,Sim,,73.31333333333333,96.69983188405796,404.5920966028985,2.0507246376811596,0.21333333333333335,,23.23260869565217,1.6533333333333333,1.19,11.796666666666667,28.763333333333332,0.15333333333333332,64.72333333333333,0.36,0.0,567.7433333333333,0.17,0.3,,,,0.08,0.0,0.10666666666666667,0.0,5.623333333333334,0.077,0.0,0.078,,,0.077,0.0,0.0,0.0,0.0,,,0.04466666666666667,,0.078,0.0,,,,,,,,,,,,,,,,,,,,,,,,
127,"Jiló, cru","Verduras, hortaliças e derivados",Sim,Sim,,91.63,27.36514347826087,114.49576031304348,1.4021739130434783,0.22,,6.191159420289859,4.826666666666667,0.5566666666666668,19.97,20.62666666666667,0.14,29.02,0.33666666666666667,0.0,212.95,0.07,0.14,,12.666666666666666,6.333333333333333,0.07,0.04,0.0,0.0,6.793333333333333,0.07466666666666667,0.05066666666666667,0.19933333333333336,,,0.05366666666666667,0.021,0.0,0.0,0.0,,0.0,0.05066666666666667,,0.19933333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,
128,"Jurubeba, crua","Verduras, hortaliças e derivados",Sim,Sim,,66.63533333333334,125.81163499999998,526.3958808399999,4.4125,3.9096666666666664,,23.059166666666663,23.921333333333337,1.9833333333333332,151.017,65.323,0.5219999999999999,155.12266666666667,0.9460000000000001,0.7709999999999999,619.3969999999999,1.1620000000000001,0.6336666666666667,,,,0.13,0.02,0.20333333333333337,0.0,13.833333333333334,0.5,0.5,2.1,,,0.29,0.13,0.01,0.01,0.01,,0.03,0.48,0.0,2.09,0.03,,,,,,,,,,,,,,,,,,,,,,,,
129,"Mandioca, cozida","Verduras, hortaliças e derivados",Sim,Sim,,68.68666666666667,125.35825000000003,524.4989180000001,0.575,0.29833333333333334,,30.09,1.5566666666666666,0.35,18.628333333333334,26.81566666666667,0.06366666666666666,22.41033333333333,0.07466666666666666,0.9066666666666666,100.36233333333332,0.014,0.1743333333333333,,,,0.06,0.0,0.03,0.0,11.066666666666668,0.1,0.1,0.1,,,0.07,0.0,,,,,,0.1,,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,
130,"Mandioca, crua","Verduras, hortaliças e derivados",Sim,Sim,,61.843333333333334,151.4169565217391,633.5285460869565,1.1304347826086958,0.3,,36.16956521739131,1.8766666666666667,0.5566666666666668,15.19,44.49666666666667,0.05,29.426666666666666,0.27,2.15,208.06,0.06666666666666667,0.20333333333333334,,,,0.0,0.0,0.04,0.0,16.526666666666667,0.062,0.12233333333333334,0.0,,,0.062,0.0,0.0,0.0,0.0,,0.0,0.12233333333333334,0.0,0.04,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,
131,"Mandioca, farofa, temperada","Verduras, hortaliças e derivados",Sim,Sim,,6.42,405.69394166666666,1697.4234519333334,2.0625,9.12,,80.30416666666666,7.816666666666667,2.0933333333333333,65.69233333333334,34.33566666666666,0.289,44.51566666666667,1.3563333333333334,574.5080000000002,201.37666666666667,0.0,0.17200000000000001,,,,0.1,0.0,0.15333333333333335,0.0,0.0,1.9,2.4,2.5,0.0,0.03,1.26,0.54,0.03,0.02,0.01,,0.04,2.38,0.02,2.29,0.19,,,,,0.49,0.14,,,,,,,,,,,,,,,,,,
132,"Mandioca, frita","Verduras, hortaliças e derivados",Sim,Sim,,36.565666666666665,300.0552433891495,1255.4311383402016,1.38125,11.195,,50.251416666666664,1.87,0.6066666666666667,23.05333333333333,94.86666666666667,0.18166666666666664,56.54366666666667,0.32033333333333336,8.936,176.064,0.121,0.437,,,,0.05333333333333334,0.0,0.036666666666666674,0.0,0.0,1.6961,2.7716666666666665,6.182333333333334,,,1.195,0.38166666666666665,0.03233333333333333,0.054766666666666665,0.021333333333333333,,,2.7253333333333334,0.04633333333333333,5.5760000000000005,0.574,,,,,,0.042666666666666665,,,,,,,,,,,,,,,,,,
133,"Manjericão, cru","Verduras, hortaliças e derivados",Sim,Sim,,92.95666666666666,21.14767681159422,88.48187977971023,1.985507246376812,0.39333333333333337,,3.6444927536231915,3.3066666666666666,1.02,210.91666666666666,57.81333333333333,0.17333333333333334,39.92333333333333,0.9733333333333333,3.8866666666666667,251.54666666666665,0.16333333333333333,0.4633333333333334,,1034.8333333333335,517.4166666666667,0.06,0.21,0.06,0.8966666666666666,2.3366666666666664,0.12933333333333333,0.0,0.26566666666666666,,,0.11233333333333333,0.017,0.0,,,,0.018333333333333337,0.013,,0.052,0.21366666666666667,,,,,,,,,,,,,,,,,,,,,,,,
134,"Maxixe, cru","Verduras, hortaliças e derivados",Sim,,,95.06,13.747236086956516,57.518435787826064,1.391304347826087,0.073,,2.7286956521739105,2.193,0.747,20.867,9.613,0.07,24.983,0.35,10.993,327.697,0.02,0.18,,5.5,2.75,0.057,0.02,0.04,0.0,9.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Mostarda, folha, crua","Verduras, hortaliças e derivados",Sim,,,93.43,18.107389052172486,75.76131579428969,2.110416666666667,0.16766666666666666,,3.2365833333333267,1.891,1.0553333333333335,68.17833333333334,15.618333333333332,0.1386666666666667,58.39833333333333,1.097,2.8793333333333337,363.56633333333326,0.04833333333333333,0.284,,,,0.04666666666666667,0.04,0.05,0.0,38.553333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Nhoque, batata, cozido","Verduras, hortaliças e derivados",Sim,Sim,,54.954,180.7752739934126,756.3637463884384,5.8583333333333325,1.9433333333333334,15.077666666666666,36.78,1.78,0.4643333333333333,11.421333333333331,17.898,0.298,68.37233333333333,1.6496666666666666,7.0680000000000005,163.70033333333333,0.10366666666666667,0.4803333333333333,15.473333333333334,,,0.07666666666666667,0.0,0.03666666666666667,0.0,0.0,0.5586666666666666,0.4746666666666666,0.778,0.024333333333333335,0.013,0.39833333333333326,0.14733333333333332,0.0,0.0,0.0,,0.008666666666666666,0.46599999999999997,0.0,0.7243333333333334,0.05366666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,
137,"Nabo, cru","Verduras, hortaliças e derivados",Sim,,,93.84333333333332,18.18662463768122,76.09283748405822,1.2028985507246377,0.05333333333333334,,4.147101449275376,2.6433333333333335,0.7533333333333333,42.39333333333334,14.6,4.416666666666667,16.566666666666666,0.22333333333333336,2.46,279.65333333333336,0.02,0.19,,,,0.06666666666666667,0.0,0.03,0.0,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Palmito, juçara, em conserva","Verduras, hortaliças e derivados",Sim,Sim,,91.36666666666667,23.199716434081346,97.06761356019635,1.7916666666666667,0.4033333333333333,,4.328333333333326,3.15,2.11,58.288999999999994,33.702666666666666,10.819,40.26466666666666,0.3033333333333333,513.8203333333332,243.96933333333334,0.2273333333333333,0.7316666666666666,,,,0.06,0.04,0.0,0.0,1.98,0.1,0.0,0.1,0.0,0.0,0.07,0.0,0.0,0.0,0.01,,,0.03,,0.09,0.01,,,,,,0.0,,,,,,,,,,,,,,,,,,
139,"Palmito, pupunha, em conserva","Verduras, hortaliças e derivados",Sim,,,89.444,29.43196333333332,123.14333458666663,2.4583333333333335,0.45,,5.508999999999997,2.55,2.138666666666667,32.43899999999999,25.492333333333335,0.14133333333333334,54.961999999999996,0.17766666666666667,562.6853333333332,206.41600000000003,0.07966666666666666,0.35600000000000004,,,,0.03,0.0,0.0,0.0,8.663333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"Pão, de queijo, assado","Verduras, hortaliças e derivados",Sim,,,33.736,363.07791333333336,1519.1179893866667,5.120833333333334,24.567333333333334,67.72666666666666,34.2415,0.5583333333333332,2.3343333333333334,102.49366666666667,8.238999999999999,0.03266666666666667,93.73666666666668,0.27666666666666667,773.4933333333333,93.093,0.005666666666666667,0.63,61.31,,,0.03666666666666667,0.09666666666666668,0.03666666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"Pão, de queijo, cru","Verduras, hortaliças e derivados",Sim,Sim,,41.836999999999996,294.538,1232.346992,3.6479999999999997,13.988666666666667,63.05433333333334,38.51200000000001,0.9763333333333333,2.0143333333333335,87.56366666666668,6.825666666666667,0.0,78.84266666666667,0.2876666666666667,404.99399999999997,58.080333333333336,0.0,0.4266666666666667,47.50333333333333,,,0.0,0.07666666666666667,0.0,0.0,,3.4,3.0,4.1,0.08,0.29,2.0,0.74,0.03,0.03,,0.03,0.08,2.92,,3.67,0.36,,,,,0.63,0.12,,,,,,,,,,,,,,,,,,
142,"Pepino, cru","Verduras, hortaliças e derivados",Sim,,,96.78666666666668,9.533691304347819,39.88896441739128,0.8695652173913043,0.0,,2.037101449275353,1.12,0.29,9.616666666666667,9.34,0.08333333333333333,12.323333333333332,0.1466666666666667,0.0,153.69333333333336,0.036666666666666674,0.12666666666666668,,3.583333333333333,1.7916666666666665,0.0,0.03,0.0,0.0,4.986666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Pimentão, amarelo, cru","Verduras, hortaliças e derivados",Sim,,,91.87666666666667,27.92745942028985,116.84849021449274,1.2246376811594204,0.4366666666666667,,5.9620289855072475,1.92,0.5,9.61,10.9,0.08333333333333333,22.38333333333333,0.41333333333333333,0.0,221.33333333333334,0.04,0.15,,40.0,20.0,0.04,0.03,0.06,0.0,201.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"Pimentão, verde, cru","Verduras, hortaliças e derivados",Sim,,,93.52,21.285881159420292,89.06012677101451,1.0507246376811594,0.15,,4.892608695652178,2.563333333333333,0.3866666666666667,8.763333333333334,7.79,0.14333333333333334,16.513333333333332,0.41,0.0,174.33,0.07,0.14,,46.0,23.0,0.0,0.0,0.0,0.0,100.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"Pimentão, vermelho, cru","Verduras, hortaliças e derivados",Sim,,,92.90333333333332,23.28136376811601,97.40922600579738,1.039855072463768,0.1466666666666667,,5.466811594202911,1.5933333333333335,0.44333333333333336,6.37,11.13,0.06333333333333334,19.96,0.3333333333333333,0.0,210.91666666666666,0.043333333333333335,0.15333333333333332,,86.0,43.0,0.04666666666666667,0.056666666666666664,0.02,0.0,158.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Polvilho, doce","Verduras, hortaliças e derivados",Sim,,,12.583333333333334,351.2267333333333,1469.5326522666667,0.43,0.0,,86.77333333333333,0.23666666666666666,0.17333333333333334,27.413333333333338,4.1,0.08766666666666667,8.38,0.51,1.5766666666666669,37.63333333333333,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Quiabo, cru","Verduras, hortaliças e derivados",Sim,,Sim,90.57533333333333,29.939262150069077,125.26587283588903,1.91875,0.299,,6.373916666666666,4.553333333333334,0.8330000000000001,112.15966666666667,49.969,0.464,55.825,0.369,0.891,248.80433333333335,0.16666666666666666,0.5890000000000001,,49.30555555555556,24.65277777777778,0.10333333333333333,0.0,0.03,0.0,5.596666666666667,,,,,,,,,,,,,,,,,,,,,,,0.0056539000000000025,0.04983903000000001,0.044872988333333357,0.07650692000000002,0.06663754833333337,0.009292818333333336,0.003676249833333334,0.04858676666666669,0.025379181666666677,0.058856048333333355,0.10873415000000003,0.023005988333333338,0.06693600333333335,0.27017565000000004,0.3281363333333334,0.04915281333333335,0.040642741666666676,0.05564856000000002
148,"Rabanete, cru","Verduras, hortaliças e derivados",Sim,,,95.06333333333333,13.738126086956488,57.48031954782595,1.391304347826087,0.07333333333333335,,2.7253623188405807,2.1933333333333334,0.7466666666666667,20.866666666666667,9.613333333333332,0.07,24.98333333333333,0.35,10.993333333333334,327.6966666666667,0.02,0.18,,,,0.056666666666666664,0.02,0.04,0.0,9.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Repolho, branco, cru","Verduras, hortaliças e derivados",Sim,,,94.72,17.11880289855071,71.62507132753618,0.8768115942028986,0.14333333333333334,,3.8598550724637692,1.89,0.4,34.546666666666674,8.513333333333334,0.12666666666666668,14.2,0.15,3.643333333333333,150.09,0.016666666666666666,0.15,,6.0,3.0,0.0,0.03,0.056666666666666664,0.0,18.716666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Repolho, roxo, cru","Verduras, hortaliças e derivados",Sim,,,90.08433333333333,30.907502954324087,129.316992360892,1.908333333333333,0.06366666666666666,,7.204000000000001,1.9733333333333334,0.7396666666666666,43.67033333333334,18.024333333333335,0.25266666666666665,57.71233333333333,0.5163333333333334,2.337666666666667,328.0686666666667,0.9016666666666667,0.25466666666666665,,,,0.07,0.0,0.09333333333333334,0.0,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"Repolho, roxo, refogado","Verduras, hortaliças e derivados",Sim,Sim,Sim,88.699,41.77352528971434,174.7804298121648,1.8020833333333333,1.2403333333333333,,7.561583333333334,1.75,0.6970000000000001,42.588,17.248,0.261,59.383,0.4663333333333333,3.4166666666666665,321.45300000000003,0.022333333333333334,0.25633333333333336,,,,0.06666666666666667,0.0,0.07333333333333335,0.626,40.52,0.1933333333333333,0.284,0.6806666666666666,,,0.15166666666666664,0.041666666666666664,0.0,0.0,0.0,,,0.284,0.0,0.6086666666666667,0.072,,,,,,0.0,0.008287133333333335,0.032547821333333345,0.05969764800000003,0.07210016333333336,0.06739500666666669,0.009562762933333338,0.0037528514666666673,0.04739903733333337,0.04439758066666669,0.07116796600000003,0.06701598599999999,0.04341364133333334,0.09548712666666674,0.16896918000000008,0.5256776866666669,0.06060502600000003,0.08362390600000007,0.08100988333333341
152,"Rúcula, crua","Verduras, hortaliças e derivados",Sim,,,94.81566666666667,13.133256607294062,54.94954564491835,1.7666666666666664,0.10733333333333334,,2.2196666666666607,1.74,1.0906666666666667,116.56333333333333,17.790666666666667,0.23566666666666666,25.165666666666667,0.9390000000000001,9.418,233.40033333333335,0.041,0.22866666666666668,,532.75,266.375,0.043333333333333335,0.0,0.0,0.35,46.29333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Salsa, crua","Verduras, hortaliças e derivados",Sim,Sim,,88.65,33.424111594202884,139.84648291014489,3.2572463768115942,0.61,,5.706086956521735,1.85,1.7766666666666666,179.41333333333333,20.896666667,1.8766666666666667,49.35,3.18,2.3,711.2966666666666,0.2,1.3233333333333333,,1743.25,871.625,0.11666666666666665,0.15,0.4666666666666666,0.72,51.69333333333333,0.08133333333333333,0.0,0.19566666666666666,,,0.08133333333333333,0.0,0.0,0.0,0.0,,0.0,0.023000000000000003,,0.10833333333333334,0.08733333333333333,,,0.0,,,,,,,,,,,,,,,,,,,,,
154,"Seleta de legumes, enlatada","Verduras, hortaliças e derivados",Sim,Sim,,82.14666666666666,56.533772463768145,236.53730398840594,3.4202898550724634,0.35333333333333333,,12.669710144927544,3.09,1.41,16.156666666666666,15.613333333333335,0.131,49.03333333333333,1.06,398.1366666666666,122.21333333333332,0.08333333333333333,0.5266666666666667,,244.16666666666666,122.08333333333333,0.03,0.0,0.0,3.716666666666667,0.0,0.12433333333333335,0.22233333333333336,0.21133333333333335,,,0.09633333333333333,0.028,0.0,0.0,0.0,,,0.22233333333333336,,0.19833333333333333,0.013,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
155,"Serralha, crua","Verduras, hortaliças e derivados",Sim,Sim,,90.24833333333333,30.397934166666644,127.18495655333325,2.6729166666666666,0.7426666666666666,,4.946749999999999,3.5185000000000004,1.3893333333333333,126.02366666666667,29.551666666666666,0.23,48.256,1.2693333333333332,19.346999999999998,265.2663333333333,0.20266666666666666,1.3316666666666668,,1134.0,567.0,0.0,0.11333333333333333,0.08,0.0,1.51,0.1,0.1,0.3,0.0,0.0,0.13,0.02,0.02,0.02,0.0,,,0.04,,0.07,0.26,,,,,,,,,,,,,,,,,,,,,,,,
156,"Taioba, crua","Verduras, hortaliças e derivados",Sim,Sim,,89.24300000000001,34.208918333333315,143.1301143066666,2.8958333333333335,0.9266666666666667,,5.430499999999991,4.453666666666667,1.5040000000000002,141.08700000000002,37.922666666666665,0.6616666666666666,52.76333333333334,1.9066666666666665,1.1606666666666667,290.3196666666667,0.15866666666666665,0.6063333333333333,,1160.0,580.0,0.0,0.10333333333333333,0.09666666666666668,0.0,17.94,0.2,0.1,0.4,0.0,0.0,0.18,0.04,0.02,0.0,0.01,,0.02,0.05,,0.12,0.25,,,,,,,,,,,,,,,,,,,,,,,,
157,"Tomate, com semente, cru","Verduras, hortaliças e derivados",Sim,,,95.12666666666667,15.335156521739158,64.16229488695664,1.0978260869565217,0.17333333333333334,,3.138840579710146,1.1733333333333331,0.4633333333333334,6.94,10.54,0.06666666666666667,20.19333333333333,0.23666666666666666,1.02,222.38666666666666,0.036666666666666674,0.1366666666666667,,54.0,27.0,0.11666666666666665,0.0,0.023333333333333334,0.0,21.213333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
